Class,CreatedAt,Count
INFLUENCER,2010-10-31 00:00:00+00:00,12
INFLUENCER,2010-11-30 00:00:00+00:00,10
INFLUENCER,2010-12-31 00:00:00+00:00,4
INFLUENCER,2011-01-31 00:00:00+00:00,9
INFLUENCER,2011-02-28 00:00:00+00:00,18
INFLUENCER,2011-03-31 00:00:00+00:00,9
INFLUENCER,2011-04-30 00:00:00+00:00,14
INFLUENCER,2011-05-31 00:00:00+00:00,18
INFLUENCER,2011-06-30 00:00:00+00:00,15
INFLUENCER,2011-07-31 00:00:00+00:00,14
INFLUENCER,2011-08-31 00:00:00+00:00,8
INFLUENCER,2011-09-30 00:00:00+00:00,10
INFLUENCER,2011-10-31 00:00:00+00:00,18
INFLUENCER,2011-11-30 00:00:00+00:00,13
INFLUENCER,2011-12-31 00:00:00+00:00,7
INFLUENCER,2012-01-31 00:00:00+00:00,5
INFLUENCER,2012-02-29 00:00:00+00:00,10
INFLUENCER,2012-03-31 00:00:00+00:00,14
INFLUENCER,2012-04-30 00:00:00+00:00,9
INFLUENCER,2012-05-31 00:00:00+00:00,8
INFLUENCER,2012-06-30 00:00:00+00:00,2
INFLUENCER,2012-07-31 00:00:00+00:00,7
INFLUENCER,2012-08-31 00:00:00+00:00,4
INFLUENCER,2012-09-30 00:00:00+00:00,6
INFLUENCER,2012-10-31 00:00:00+00:00,4
INFLUENCER,2012-11-30 00:00:00+00:00,6
INFLUENCER,2012-12-31 00:00:00+00:00,3
INFLUENCER,2013-01-31 00:00:00+00:00,8
INFLUENCER,2013-02-28 00:00:00+00:00,4
INFLUENCER,2013-03-31 00:00:00+00:00,2
INFLUENCER,2013-04-30 00:00:00+00:00,3
INFLUENCER,2013-05-31 00:00:00+00:00,3
INFLUENCER,2013-06-30 00:00:00+00:00,3
INFLUENCER,2013-07-31 00:00:00+00:00,5
INFLUENCER,2013-08-31 00:00:00+00:00,1
INFLUENCER,2013-09-30 00:00:00+00:00,8
INFLUENCER,2013-10-31 00:00:00+00:00,4
INFLUENCER,2013-11-30 00:00:00+00:00,4
INFLUENCER,2013-12-31 00:00:00+00:00,2
INFLUENCER,2014-01-31 00:00:00+00:00,3
INFLUENCER,2014-02-28 00:00:00+00:00,5
INFLUENCER,2014-03-31 00:00:00+00:00,2
INFLUENCER,2014-04-30 00:00:00+00:00,6
INFLUENCER,2014-05-31 00:00:00+00:00,1
INFLUENCER,2014-06-30 00:00:00+00:00,1
INFLUENCER,2014-07-31 00:00:00+00:00,0
INFLUENCER,2014-08-31 00:00:00+00:00,2
INFLUENCER,2014-09-30 00:00:00+00:00,5
INFLUENCER,2014-10-31 00:00:00+00:00,1
INFLUENCER,2014-11-30 00:00:00+00:00,1
INFLUENCER,2014-12-31 00:00:00+00:00,1
INFLUENCER,2015-01-31 00:00:00+00:00,2
INFLUENCER,2015-02-28 00:00:00+00:00,1
INFLUENCER,2015-03-31 00:00:00+00:00,3
INFLUENCER,2015-04-30 00:00:00+00:00,3
INFLUENCER,2015-05-31 00:00:00+00:00,3
INFLUENCER,2015-06-30 00:00:00+00:00,2
INFLUENCER,2015-07-31 00:00:00+00:00,3
INFLUENCER,2015-08-31 00:00:00+00:00,0
INFLUENCER,2015-09-30 00:00:00+00:00,2
INFLUENCER,2015-10-31 00:00:00+00:00,3
INFLUENCER,2015-11-30 00:00:00+00:00,1
INFLUENCER,2015-12-31 00:00:00+00:00,1
INFLUENCER,2016-01-31 00:00:00+00:00,1
INFLUENCER,2016-02-29 00:00:00+00:00,0
INFLUENCER,2016-03-31 00:00:00+00:00,3
INFLUENCER,2016-04-30 00:00:00+00:00,0
INFLUENCER,2016-05-31 00:00:00+00:00,1
INFLUENCER,2016-06-30 00:00:00+00:00,0
INFLUENCER,2016-07-31 00:00:00+00:00,2
INFLUENCER,2016-08-31 00:00:00+00:00,0
INFLUENCER,2016-09-30 00:00:00+00:00,1
INFLUENCER,2016-10-31 00:00:00+00:00,0
INFLUENCER,2016-11-30 00:00:00+00:00,2
INFLUENCER,2016-12-31 00:00:00+00:00,0
INFLUENCER,2017-01-31 00:00:00+00:00,2
INFLUENCER,2017-02-28 00:00:00+00:00,1
INFLUENCER,2017-03-31 00:00:00+00:00,0
INFLUENCER,2017-04-30 00:00:00+00:00,0
INFLUENCER,2017-05-31 00:00:00+00:00,1
INFLUENCER,2017-06-30 00:00:00+00:00,1
INFLUENCER,2017-07-31 00:00:00+00:00,0
INFLUENCER,2017-08-31 00:00:00+00:00,0
INFLUENCER,2017-09-30 00:00:00+00:00,0
INFLUENCER,2017-10-31 00:00:00+00:00,0
INFLUENCER,2017-11-30 00:00:00+00:00,0
INFLUENCER,2017-12-31 00:00:00+00:00,2
INFLUENCER,2018-01-31 00:00:00+00:00,0
INFLUENCER,2018-02-28 00:00:00+00:00,0
INFLUENCER,2018-03-31 00:00:00+00:00,0
INFLUENCER,2018-04-30 00:00:00+00:00,0
INFLUENCER,2018-05-31 00:00:00+00:00,0
INFLUENCER,2018-06-30 00:00:00+00:00,1
INFLUENCER,2018-07-31 00:00:00+00:00,0
INFLUENCER,2018-08-31 00:00:00+00:00,0
INFLUENCER,2018-09-30 00:00:00+00:00,0
INFLUENCER,2018-10-31 00:00:00+00:00,0
INFLUENCER,2018-11-30 00:00:00+00:00,1
NEW,2019-01-31 00:00:00+00:00,78
NEW,2019-02-28 00:00:00+00:00,329
NEW,2019-03-31 00:00:00+00:00,371
NEW,2019-04-30 00:00:00+00:00,384
NEW,2019-05-31 00:00:00+00:00,682
UNKNOWN,2008-02-29 00:00:00+00:00,1
UNKNOWN,2008-03-31 00:00:00+00:00,0
UNKNOWN,2008-04-30 00:00:00+00:00,0
UNKNOWN,2008-05-31 00:00:00+00:00,0
