Type,CreatedAt,Count
REPLY,2011-05-31 00:00:00+00:00,397
REPLY,2011-06-30 00:00:00+00:00,301
REPLY,2011-07-31 00:00:00+00:00,321
REPLY,2011-08-31 00:00:00+00:00,154
REPLY,2011-09-30 00:00:00+00:00,339
REPLY,2011-10-31 00:00:00+00:00,401
REPLY,2011-11-30 00:00:00+00:00,438
REPLY,2011-12-31 00:00:00+00:00,181
REPLY,2012-01-31 00:00:00+00:00,159
REPLY,2012-02-29 00:00:00+00:00,256
REPLY,2012-03-31 00:00:00+00:00,130
REPLY,2012-04-30 00:00:00+00:00,268
REPLY,2012-05-31 00:00:00+00:00,356
REPLY,2012-06-30 00:00:00+00:00,179
REPLY,2012-07-31 00:00:00+00:00,178
REPLY,2012-08-31 00:00:00+00:00,161
REPLY,2012-09-30 00:00:00+00:00,171
REPLY,2012-10-31 00:00:00+00:00,146
REPLY,2012-11-30 00:00:00+00:00,194
REPLY,2012-12-31 00:00:00+00:00,116
REPLY,2013-01-31 00:00:00+00:00,118
REPLY,2013-02-28 00:00:00+00:00,109
REPLY,2013-03-31 00:00:00+00:00,248
REPLY,2013-04-30 00:00:00+00:00,117
REPLY,2013-05-31 00:00:00+00:00,128
REPLY,2013-06-30 00:00:00+00:00,135
REPLY,2013-07-31 00:00:00+00:00,151
REPLY,2013-08-31 00:00:00+00:00,105
REPLY,2013-09-30 00:00:00+00:00,131
REPLY,2013-10-31 00:00:00+00:00,133
REPLY,2013-11-30 00:00:00+00:00,144
REPLY,2013-12-31 00:00:00+00:00,158
REPLY,2014-01-31 00:00:00+00:00,136
REPLY,2014-02-28 00:00:00+00:00,168
REPLY,2014-03-31 00:00:00+00:00,219
REPLY,2014-04-30 00:00:00+00:00,166
REPLY,2014-05-31 00:00:00+00:00,95
REPLY,2014-06-30 00:00:00+00:00,148
REPLY,2014-07-31 00:00:00+00:00,84
REPLY,2014-08-31 00:00:00+00:00,79
REPLY,2014-09-30 00:00:00+00:00,98
REPLY,2014-10-31 00:00:00+00:00,137
REPLY,2014-11-30 00:00:00+00:00,163
REPLY,2014-12-31 00:00:00+00:00,248
REPLY,2015-01-31 00:00:00+00:00,270
REPLY,2015-02-28 00:00:00+00:00,403
REPLY,2015-03-31 00:00:00+00:00,401
REPLY,2015-04-30 00:00:00+00:00,259
REPLY,2015-05-31 00:00:00+00:00,182
REPLY,2015-06-30 00:00:00+00:00,344
REPLY,2015-07-31 00:00:00+00:00,419
REPLY,2015-08-31 00:00:00+00:00,125
REPLY,2015-09-30 00:00:00+00:00,169
REPLY,2015-10-31 00:00:00+00:00,133
REPLY,2015-11-30 00:00:00+00:00,175
REPLY,2015-12-31 00:00:00+00:00,158
REPLY,2016-01-31 00:00:00+00:00,150
REPLY,2016-02-29 00:00:00+00:00,149
REPLY,2016-03-31 00:00:00+00:00,105
REPLY,2016-04-30 00:00:00+00:00,113
REPLY,2016-05-31 00:00:00+00:00,120
REPLY,2016-06-30 00:00:00+00:00,88
REPLY,2016-07-31 00:00:00+00:00,82
REPLY,2016-08-31 00:00:00+00:00,132
REPLY,2016-09-30 00:00:00+00:00,129
REPLY,2016-10-31 00:00:00+00:00,125
REPLY,2016-11-30 00:00:00+00:00,106
REPLY,2016-12-31 00:00:00+00:00,180
REPLY,2017-01-31 00:00:00+00:00,162
REPLY,2017-02-28 00:00:00+00:00,115
REPLY,2017-03-31 00:00:00+00:00,156
REPLY,2017-04-30 00:00:00+00:00,242
REPLY,2017-05-31 00:00:00+00:00,155
REPLY,2017-06-30 00:00:00+00:00,286
REPLY,2017-07-31 00:00:00+00:00,154
REPLY,2017-08-31 00:00:00+00:00,153
REPLY,2017-09-30 00:00:00+00:00,73
REPLY,2017-10-31 00:00:00+00:00,193
REPLY,2017-11-30 00:00:00+00:00,195
REPLY,2017-12-31 00:00:00+00:00,103
REPLY,2018-01-31 00:00:00+00:00,204
REPLY,2018-02-28 00:00:00+00:00,477
REPLY,2018-03-31 00:00:00+00:00,369
REPLY,2018-04-30 00:00:00+00:00,194
REPLY,2018-05-31 00:00:00+00:00,208
REPLY,2018-06-30 00:00:00+00:00,247
REPLY,2018-07-31 00:00:00+00:00,405
REPLY,2018-08-31 00:00:00+00:00,411
REPLY,2018-09-30 00:00:00+00:00,329
REPLY,2018-10-31 00:00:00+00:00,220
REPLY,2018-11-30 00:00:00+00:00,193
REPLY,2018-12-31 00:00:00+00:00,353
REPLY,2019-01-31 00:00:00+00:00,650
REPLY,2019-02-28 00:00:00+00:00,596
REPLY,2019-03-31 00:00:00+00:00,614
REPLY,2019-04-30 00:00:00+00:00,725
REPLY,2019-05-31 00:00:00+00:00,1083
RETWEET,2006-11-30 00:00:00+00:00,1
RETWEET,2006-12-31 00:00:00+00:00,1
RETWEET,2007-01-31 00:00:00+00:00,7
RETWEET,2007-02-28 00:00:00+00:00,2
RETWEET,2007-03-31 00:00:00+00:00,2
RETWEET,2007-04-30 00:00:00+00:00,6
RETWEET,2007-05-31 00:00:00+00:00,5
RETWEET,2007-06-30 00:00:00+00:00,15
RETWEET,2007-07-31 00:00:00+00:00,6
RETWEET,2007-08-31 00:00:00+00:00,10
RETWEET,2007-09-30 00:00:00+00:00,0
RETWEET,2007-10-31 00:00:00+00:00,56
RETWEET,2007-11-30 00:00:00+00:00,14
RETWEET,2007-12-31 00:00:00+00:00,23
RETWEET,2008-01-31 00:00:00+00:00,40
RETWEET,2008-02-29 00:00:00+00:00,65
RETWEET,2008-03-31 00:00:00+00:00,32
RETWEET,2008-04-30 00:00:00+00:00,82
RETWEET,2008-05-31 00:00:00+00:00,72
RETWEET,2008-06-30 00:00:00+00:00,30
RETWEET,2008-07-31 00:00:00+00:00,35
RETWEET,2008-08-31 00:00:00+00:00,20
RETWEET,2008-09-30 00:00:00+00:00,36
RETWEET,2008-10-31 00:00:00+00:00,40
RETWEET,2008-11-30 00:00:00+00:00,163
RETWEET,2008-12-31 00:00:00+00:00,185
RETWEET,2009-01-31 00:00:00+00:00,288
RETWEET,2009-02-28 00:00:00+00:00,395
RETWEET,2009-03-31 00:00:00+00:00,648
RETWEET,2009-04-30 00:00:00+00:00,1061
RETWEET,2009-05-31 00:00:00+00:00,876
RETWEET,2009-06-30 00:00:00+00:00,691
RETWEET,2009-07-31 00:00:00+00:00,354
RETWEET,2009-08-31 00:00:00+00:00,949
RETWEET,2009-09-30 00:00:00+00:00,1035
RETWEET,2009-10-31 00:00:00+00:00,410
RETWEET,2009-11-30 00:00:00+00:00,562
RETWEET,2009-12-31 00:00:00+00:00,333
RETWEET,2010-01-31 00:00:00+00:00,744
RETWEET,2010-02-28 00:00:00+00:00,514
RETWEET,2010-03-31 00:00:00+00:00,490
RETWEET,2010-04-30 00:00:00+00:00,506
RETWEET,2010-05-31 00:00:00+00:00,689
RETWEET,2010-06-30 00:00:00+00:00,253
RETWEET,2010-07-31 00:00:00+00:00,930
RETWEET,2010-08-31 00:00:00+00:00,619
RETWEET,2010-09-30 00:00:00+00:00,942
RETWEET,2010-10-31 00:00:00+00:00,1011
RETWEET,2010-11-30 00:00:00+00:00,838
RETWEET,2010-12-31 00:00:00+00:00,761
RETWEET,2011-01-31 00:00:00+00:00,869
RETWEET,2011-02-28 00:00:00+00:00,1472
RETWEET,2011-03-31 00:00:00+00:00,1032
RETWEET,2011-04-30 00:00:00+00:00,857
RETWEET,2011-05-31 00:00:00+00:00,1842
RETWEET,2011-06-30 00:00:00+00:00,1925
RETWEET,2011-07-31 00:00:00+00:00,1426
RETWEET,2011-08-31 00:00:00+00:00,934
RETWEET,2011-09-30 00:00:00+00:00,1763
RETWEET,2011-10-31 00:00:00+00:00,2526
RETWEET,2011-11-30 00:00:00+00:00,3351
RETWEET,2011-12-31 00:00:00+00:00,994
RETWEET,2012-01-31 00:00:00+00:00,945
RETWEET,2012-02-29 00:00:00+00:00,2208
RETWEET,2012-03-31 00:00:00+00:00,1199
RETWEET,2012-04-30 00:00:00+00:00,1856
RETWEET,2012-05-31 00:00:00+00:00,2003
RETWEET,2012-06-30 00:00:00+00:00,2050
RETWEET,2012-07-31 00:00:00+00:00,933
RETWEET,2012-08-31 00:00:00+00:00,871
RETWEET,2012-09-30 00:00:00+00:00,1273
RETWEET,2012-10-31 00:00:00+00:00,695
RETWEET,2012-11-30 00:00:00+00:00,983
RETWEET,2012-12-31 00:00:00+00:00,772
RETWEET,2013-01-31 00:00:00+00:00,726
RETWEET,2013-02-28 00:00:00+00:00,1081
RETWEET,2013-03-31 00:00:00+00:00,1599
RETWEET,2013-04-30 00:00:00+00:00,803
RETWEET,2013-05-31 00:00:00+00:00,938
RETWEET,2013-06-30 00:00:00+00:00,585
RETWEET,2013-07-31 00:00:00+00:00,388
RETWEET,2013-08-31 00:00:00+00:00,658
RETWEET,2013-09-30 00:00:00+00:00,1020
RETWEET,2013-10-31 00:00:00+00:00,1455
RETWEET,2013-11-30 00:00:00+00:00,1609
RETWEET,2013-12-31 00:00:00+00:00,731
RETWEET,2014-01-31 00:00:00+00:00,1004
RETWEET,2014-02-28 00:00:00+00:00,1167
RETWEET,2014-03-31 00:00:00+00:00,1150
RETWEET,2014-04-30 00:00:00+00:00,2101
RETWEET,2014-05-31 00:00:00+00:00,1119
RETWEET,2014-06-30 00:00:00+00:00,831
RETWEET,2014-07-31 00:00:00+00:00,1488
RETWEET,2014-08-31 00:00:00+00:00,509
RETWEET,2014-09-30 00:00:00+00:00,683
RETWEET,2014-10-31 00:00:00+00:00,1031
RETWEET,2014-11-30 00:00:00+00:00,862
RETWEET,2014-12-31 00:00:00+00:00,929
RETWEET,2015-01-31 00:00:00+00:00,1808
RETWEET,2015-02-28 00:00:00+00:00,2450
RETWEET,2015-03-31 00:00:00+00:00,1426
RETWEET,2015-04-30 00:00:00+00:00,1633
RETWEET,2015-05-31 00:00:00+00:00,1193
RETWEET,2015-06-30 00:00:00+00:00,1500
RETWEET,2015-07-31 00:00:00+00:00,2775
RETWEET,2015-08-31 00:00:00+00:00,1166
RETWEET,2015-09-30 00:00:00+00:00,1332
RETWEET,2015-10-31 00:00:00+00:00,1833
RETWEET,2015-11-30 00:00:00+00:00,1981
RETWEET,2015-12-31 00:00:00+00:00,756
RETWEET,2016-01-31 00:00:00+00:00,1850
RETWEET,2016-02-29 00:00:00+00:00,1366
RETWEET,2016-03-31 00:00:00+00:00,1771
RETWEET,2016-04-30 00:00:00+00:00,1706
RETWEET,2016-05-31 00:00:00+00:00,1280
RETWEET,2016-06-30 00:00:00+00:00,888
RETWEET,2016-07-31 00:00:00+00:00,925
RETWEET,2016-08-31 00:00:00+00:00,727
RETWEET,2016-09-30 00:00:00+00:00,1146
RETWEET,2016-10-31 00:00:00+00:00,1219
RETWEET,2016-11-30 00:00:00+00:00,609
RETWEET,2016-12-31 00:00:00+00:00,731
RETWEET,2017-01-31 00:00:00+00:00,1356
RETWEET,2017-02-28 00:00:00+00:00,661
RETWEET,2017-03-31 00:00:00+00:00,1022
RETWEET,2017-04-30 00:00:00+00:00,802
RETWEET,2017-05-31 00:00:00+00:00,1121
RETWEET,2017-06-30 00:00:00+00:00,885
RETWEET,2017-07-31 00:00:00+00:00,1496
RETWEET,2017-08-31 00:00:00+00:00,503
RETWEET,2017-09-30 00:00:00+00:00,782
RETWEET,2017-10-31 00:00:00+00:00,1170
RETWEET,2017-11-30 00:00:00+00:00,927
RETWEET,2017-12-31 00:00:00+00:00,1018
RETWEET,2018-01-31 00:00:00+00:00,1207
RETWEET,2018-02-28 00:00:00+00:00,1834
RETWEET,2018-03-31 00:00:00+00:00,1576
RETWEET,2018-04-30 00:00:00+00:00,510
RETWEET,2018-05-31 00:00:00+00:00,1365
RETWEET,2018-06-30 00:00:00+00:00,1359
RETWEET,2018-07-31 00:00:00+00:00,924
RETWEET,2018-08-31 00:00:00+00:00,900
RETWEET,2018-09-30 00:00:00+00:00,1126
RETWEET,2018-10-31 00:00:00+00:00,623
RETWEET,2018-11-30 00:00:00+00:00,785
RETWEET,2018-12-31 00:00:00+00:00,896
RETWEET,2019-01-31 00:00:00+00:00,1279
RETWEET,2019-02-28 00:00:00+00:00,1537
RETWEET,2019-03-31 00:00:00+00:00,1675
RETWEET,2019-04-30 00:00:00+00:00,1670
RETWEET,2019-05-31 00:00:00+00:00,2181
TWEET,2007-03-31 00:00:00+00:00,1
TWEET,2007-04-30 00:00:00+00:00,1
TWEET,2007-05-31 00:00:00+00:00,1
TWEET,2007-06-30 00:00:00+00:00,7
TWEET,2007-07-31 00:00:00+00:00,3
TWEET,2007-08-31 00:00:00+00:00,6
TWEET,2007-09-30 00:00:00+00:00,1
TWEET,2007-10-31 00:00:00+00:00,0
TWEET,2007-11-30 00:00:00+00:00,3
TWEET,2007-12-31 00:00:00+00:00,2
TWEET,2008-01-31 00:00:00+00:00,4
TWEET,2008-02-29 00:00:00+00:00,46
TWEET,2008-03-31 00:00:00+00:00,10
TWEET,2008-04-30 00:00:00+00:00,76
TWEET,2008-05-31 00:00:00+00:00,13
TWEET,2008-06-30 00:00:00+00:00,22
TWEET,2008-07-31 00:00:00+00:00,17
TWEET,2008-08-31 00:00:00+00:00,24
TWEET,2008-09-30 00:00:00+00:00,8
TWEET,2008-10-31 00:00:00+00:00,23
TWEET,2008-11-30 00:00:00+00:00,85
TWEET,2008-12-31 00:00:00+00:00,96
TWEET,2009-01-31 00:00:00+00:00,560
TWEET,2009-02-28 00:00:00+00:00,163
TWEET,2009-03-31 00:00:00+00:00,523
TWEET,2009-04-30 00:00:00+00:00,559
TWEET,2009-05-31 00:00:00+00:00,428
TWEET,2009-06-30 00:00:00+00:00,221
TWEET,2009-07-31 00:00:00+00:00,531
TWEET,2009-08-31 00:00:00+00:00,402
